Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating
286-01-5402;A;São Bernado do Campo;Normal;Feminino;Esportes e Viagem;40.23;7;140.805;2.956.905;3/30/2019;13:22;Dinheiro;281.61;4.761.904.762;140.805;9.6
803-17-8013;A;São Bernado do Campo;Membro;Feminino;Casa e Estilo de Vida;88.79;8;35.516;745.836;2/17/2019;17:09;Dinheiro;710.32;4.761.904.762;35.516;4.1
512-98-1403;A;São Bernado do Campo;Membro;Feminino;Acessórios Eletrônicos;26.48;3;3.972;83.412;3/21/2019;10:40;Carteira Digital;79.44;4.761.904.762;3.972;4.7
848-42-2560;A;São Bernado do Campo;Normal;Feminino;Acessórios de Moda;81.91;2;8.191;172.011;03/05/2019;17:43;Dinheiro;163.82;4.761.904.762;8.191;7.8
532-59-7201;B;Guarulhos;Membro;Masculino;Esportes e Viagem;79.93;6;23.979;503.559;1/31/2019;14:04;Dinheiro;479.58;4.761.904.762;23.979;5.5
181-94-6432;C;São Paulo;Membro;Masculino;Acessórios de Moda;69.33;2;6.933;145.593;02/05/2019;19:05;Carteira Digital;138.66;4.761.904.762;6.933;9.7
870-76-1733;A;São Bernado do Campo;Membro;Feminino;Alimentos e Bebidas;14.23;5;35.575;747.075;02/01/2019;10:08;Cartão de Crédito;71.15;4.761.904.762;35.575;4.4
423-64-4619;A;São Bernado do Campo;Membro;Feminino;Saúde e Beleza;15.55;9;69.975;1.469.475;03/07/2019;13:12;Dinheiro;139.95;4.761.904.762;69.975;5
227-07-4446;C;São Paulo;Membro;Feminino;Acessórios Eletrônicos;78.13;10;39.065;820.365;02/10/2019;20:51;Dinheiro;781.3;4.761.904.762;39.065;4.4
174-36-3675;C;São Paulo;Membro;Masculino;Alimentos e Bebidas;99.37;2;9.937;208.677;2/14/2019;17:29;Dinheiro;198.74;4.761.904.762;9.937;5.2
428-83-5800;C;São Paulo;Membro;Feminino;Alimentos e Bebidas;21.08;3;3.162;66.402;02/09/2019;10:25;Dinheiro;63.24;4.761.904.762;3.162;7.3
603-07-0961;C;São Paulo;Membro;Masculino;Acessórios Eletrônicos;74.79;5;186.975;3.926.475;01/10/2019;11:34;Dinheiro;373.95;4.761.904.762;186.975;4.9
704-20-4138;C;São Paulo;Membro;Feminino;Saúde e Beleza;29.67;7;103.845;2.180.745;03/11/2019;18:58;Cartão de Crédito;207.69;4.761.904.762;103.845;8.1
787-15-1757;C;São Paulo;Membro;Masculino;Saúde e Beleza;44.07;4;8.814;185.094;2/18/2019;16:28;Carteira Digital;176.28;4.761.904.762;8.814;8.4
649-11-3678;C;São Paulo;Normal;Feminino;Alimentos e Bebidas;22.93;9;103.185;2.166.885;2/26/2019;20:26;Dinheiro;206.37;4.761.904.762;103.185;5.5
622-20-1945;C;São Paulo;Normal;Feminino;Saúde e Beleza;39.42;1;1.971;41.391;1/18/2019;15:08;Dinheiro;39.42;4.761.904.762;1.971;8.4
372-94-8041;A;São Bernado do Campo;Normal;Masculino;Saúde e Beleza;15.26;6;4.578;96.138;2/15/2019;18:03;Carteira Digital;91.56;4.761.904.762;4.578;9.8
563-91-7120;A;São Bernado do Campo;Normal;Feminino;Acessórios de Moda;61.77;5;154.425;3.242.925;03/08/2019;13:21;Dinheiro;308.85;4.761.904.762;154.425;6.7
746-54-5508;A;São Bernado do Campo;Normal;Masculino;Casa e Estilo de Vida;21.52;6;6.456;135.576;1/17/2019;12:48;Cartão de Crédito;129.12;4.761.904.762;6.456;9.4
276-54-0879;B;Guarulhos;Normal;Masculino;Esportes e Viagem;97.74;4;19.548;410.508;03/12/2019;19:53;Carteira Digital;390.96;4.761.904.762;19.548;6.4
815-11-1168;A;São Bernado do Campo;Membro;Masculino;Alimentos e Bebidas;99.78;5;24.945;523.845;03/09/2019;19:09;Dinheiro;498.9;4.761.904.762;24.945;5.4
719-76-3868;C;São Paulo;Membro;Masculino;Alimentos e Bebidas;94.26;4;18.852;395.892;03/12/2019;16:30;Dinheiro;377.04;4.761.904.762;18.852;8.6
730-61-8757;B;Guarulhos;Membro;Masculino;Saúde e Beleza;51.13;4;10.226;214.746;1/25/2019;10:11;Cartão de Crédito;204.52;4.761.904.762;10.226;4
340-66-0321;A;São Bernado do Campo;Membro;Masculino;Acessórios Eletrônicos;36.36;4;7.272;152.712;3/25/2019;13:07;Dinheiro;145.44;4.761.904.762;7.272;7.6
868-81-1752;B;Guarulhos;Normal;Masculino;Casa e Estilo de Vida;22.02;9;9.909;208.089;02/07/2019;18:48;Dinheiro;198.18;4.761.904.762;9.909;6.8
634-97-8956;A;São Bernado do Campo;Normal;Masculino;Alimentos e Bebidas;32.9;3;4.935;103.635;2/17/2019;17:27;Cartão de Crédito;98.7;4.761.904.762;4.935;9.1
566-71-1091;A;São Bernado do Campo;Normal;Masculino;Acessórios de Moda;77.02;5;19.255;404.355;02/03/2019;15:59;Dinheiro;385.1;4.761.904.762;19.255;5.5
442-48-3607;A;São Bernado do Campo;Membro;Masculino;Alimentos e Bebidas;23.48;2;2.348;49.308;3/14/2019;11:21;Cartão de Crédito;46.96;4.761.904.762;2.348;7.9
835-16-0096;C;São Paulo;Membro;Masculino;Esportes e Viagem;14.7;5;3.675;77.175;3/24/2019;13:48;Carteira Digital;73.5;4.761.904.762;3.675;8.5
527-09-6272;A;São Bernado do Campo;Membro;Feminino;Acessórios Eletrônicos;28.45;5;71.125;1.493.625;3/21/2019;10:17;Cartão de Crédito;142.25;4.761.904.762;71.125;9.1
898-04-2717;A;São Bernado do Campo;Normal;Masculino;Acessórios de Moda;76.4;9;34.38;721.98;3/19/2019;15:49;Carteira Digital;687.6;4.761.904.762;34.38;7.5
692-27-8933;B;Guarulhos;Normal;Feminino;Esportes e Viagem;57.95;6;17.385;365.085;2/24/2019;13:02;Dinheiro;347.7;4.761.904.762;17.385;5.2
633-09-3463;C;São Paulo;Normal;Feminino;Acessórios Eletrônicos;47.65;3;71.475;1.500.975;3/28/2019;12:58;Cartão de Crédito;142.95;4.761.904.762;71.475;9.5
374-17-3652;B;Guarulhos;Membro;Feminino;Alimentos e Bebidas;42.82;9;19.269;404.649;02/05/2019;15:26;Cartão de Crédito;385.38;4.761.904.762;19.269;8.9
378-07-7001;B;Guarulhos;Membro;Masculino;Acessórios Eletrônicos;48.09;3;72.135;1.514.835;02/10/2019;18:23;Cartão de Crédito;144.27;4.761.904.762;72.135;7.8
433-75-6987;B;Guarulhos;Membro;Feminino;Saúde e Beleza;55.97;7;195.895;4.113.795;03/05/2019;19:06;Carteira Digital;391.79;4.761.904.762;195.895;8.9
873-95-4984;B;Guarulhos;Membro;Feminino;Saúde e Beleza;76.9;7;26.915;565.215;2/15/2019;20:21;Dinheiro;538.3;4.761.904.762;26.915;7.7
416-13-5917;C;São Paulo;Normal;Feminino;Alimentos e Bebidas;97.03;5;242.575;5.094.075;1/30/2019;16:24;Carteira Digital;485.15;4.761.904.762;242.575;9.3
150-89-8043;A;São Bernado do Campo;Normal;Masculino;Esportes e Viagem;44.65;3;66.975;1.406.475;2/14/2019;15:04;Dinheiro;133.95;4.761.904.762;66.975;6.2
135-84-8019;A;São Bernado do Campo;Normal;Feminino;Acessórios de Moda;77.93;9;350.685;7.364.385;2/27/2019;16:10;Carteira Digital;701.37;4.761.904.762;350.685;7.6
441-94-7118;A;São Bernado do Campo;Membro;Masculino;Acessórios Eletrônicos;71.95;1;35.975;755.475;02/04/2019;12:14;Dinheiro;71.95;4.761.904.762;35.975;7.3
725-96-3778;C;São Paulo;Membro;Feminino;Casa e Estilo de Vida;89.25;8;35.7;749.7;1/20/2019;10:13;Dinheiro;714;4.761.904.762;35.7;4.7
531-80-1784;A;São Bernado do Campo;Normal;Masculino;Acessórios Eletrônicos;26.02;7;9.107;191.247;3/28/2019;17:38;Dinheiro;182.14;4.761.904.762;9.107;5.1
400-45-1220;B;Guarulhos;Normal;Feminino;Saúde e Beleza;13.5;10;6.75;141.75;2/27/2019;11:06;Cartão de Crédito;135;4.761.904.762;6.75;4.8
860-79-0874;C;São Paulo;Membro;Feminino;Acessórios de Moda;99.3;10;49.65;1042.65;2/15/2019;14:53;Cartão de Crédito;993;4.761.904.762;49.65;6.6
834-61-8124;A;São Bernado do Campo;Normal;Masculino;Acessórios Eletrônicos;51.69;7;180.915;3.799.215;1/26/2019;18:22;Dinheiro;361.83;4.761.904.762;180.915;5.5
115-99-4379;B;Guarulhos;Membro;Feminino;Acessórios de Moda;54.73;7;191.555;4.022.655;3/14/2019;19:02;Cartão de Crédito;383.11;4.761.904.762;191.555;8.5
565-67-6697;B;Guarulhos;Membro;Masculino;Casa e Estilo de Vida;27;9;12.15;255.15;03/02/2019;14:16;Dinheiro;243;4.761.904.762;12.15;4.8
320-49-6392;C;São Paulo;Normal;Feminino;Acessórios Eletrônicos;30.24;1;1.512;31.752;03/04/2019;15:44;Dinheiro;30.24;4.761.904.762;1.512;8.4
889-04-9723;B;Guarulhos;Membro;Feminino;Alimentos e Bebidas;89.14;4;17.828;374.388;01/07/2019;12:20;Cartão de Crédito;356.56;4.761.904.762;17.828;7.8
632-90-0281;C;São Paulo;Normal;Feminino;Acessórios de Moda;37.55;10;18.775;394.275;03/08/2019;20:01;Cartão de Crédito;375.5;4.761.904.762;18.775;9.3
554-42-2417;C;São Paulo;Normal;Feminino;Esportes e Viagem;95.44;10;47.72;1002.12;01/09/2019;13:45;Dinheiro;954.4;4.761.904.762;47.72;5.2
453-63-6187;B;Guarulhos;Normal;Masculino;Acessórios Eletrônicos;27.5;3;4.125;86.625;03/01/2019;15:40;Carteira Digital;82.5;4.761.904.762;4.125;6.5
578-80-7669;B;Guarulhos;Normal;Masculino;Esportes e Viagem;74.97;1;37.485;787.185;3/16/2019;16:58;Dinheiro;74.97;4.761.904.762;37.485;5.6
612-36-5536;A;São Bernado do Campo;Membro;Masculino;Alimentos e Bebidas;80.96;8;32.384;680.064;2/17/2019;11:12;Cartão de Crédito;647.68;4.761.904.762;32.384;7.4
605-72-4132;C;São Paulo;Normal;Feminino;Alimentos e Bebidas;94.47;8;37.788;793.548;2/27/2019;15:12;Dinheiro;755.76;4.761.904.762;37.788;9.1
471-41-2823;C;São Paulo;Normal;Masculino;Alimentos e Bebidas;99.79;2;9.979;209.559;03/07/2019;20:37;Carteira Digital;199.58;4.761.904.762;9.979;8
462-67-9126;A;São Bernado do Campo;Normal;Masculino;Casa e Estilo de Vida;73.22;6;21.966;461.286;1/21/2019;17:44;Dinheiro;439.32;4.761.904.762;21.966;7.2
272-27-9238;C;São Paulo;Normal;Feminino;Alimentos e Bebidas;41.24;4;8.248;173.208;2/19/2019;16:23;Dinheiro;164.96;4.761.904.762;8.248;7.1
834-25-9262;C;São Paulo;Normal;Feminino;Acessórios de Moda;81.68;4;16.336;343.056;01/06/2019;12:12;Dinheiro;326.72;4.761.904.762;16.336;9.1
122-61-9553;C;São Paulo;Normal;Feminino;Acessórios Eletrônicos;51.32;9;23.094;484.974;3/14/2019;19:33;Dinheiro;461.88;4.761.904.762;23.094;5.6
468-88-0009;A;São Bernado do Campo;Membro;Masculino;Casa e Estilo de Vida;65.94;4;13.188;276.948;3/24/2019;10:29;Dinheiro;263.76;4.761.904.762;13.188;6
613-59-9758;C;São Paulo;Normal;Feminino;Esportes e Viagem;14.36;10;7.18;150.78;1/27/2019;14:28;Dinheiro;143.6;4.761.904.762;7.18;5.4
254-31-0042;A;São Bernado do Campo;Membro;Masculino;Acessórios Eletrônicos;21.5;9;9.675;203.175;03/06/2019;12:46;Cartão de Crédito;193.5;4.761.904.762;9.675;7.8
201-86-2184;B;Guarulhos;Membro;Feminino;Acessórios Eletrônicos;26.26;7;9.191;193.011;02/02/2019;19:40;Dinheiro;183.82;4.761.904.762;9.191;9.9
261-12-8671;B;Guarulhos;Normal;Feminino;Acessórios de Moda;60.96;2;6.096;128.016;1/25/2019;19:39;Cartão de Crédito;121.92;4.761.904.762;6.096;4.9
730-70-9830;C;São Paulo;Normal;Feminino;Casa e Estilo de Vida;70.11;6;21.033;441.693;3/14/2019;17:54;Carteira Digital;420.66;4.761.904.762;21.033;5.2
382-25-8917;C;São Paulo;Normal;Masculino;Acessórios de Moda;42.08;6;12.624;265.104;1/29/2019;12:25;Dinheiro;252.48;4.761.904.762;12.624;8.9
422-29-8786;A;São Bernado do Campo;Normal;Feminino;Casa e Estilo de Vida;67.09;5;167.725;3.522.225;01/03/2019;16:47;Cartão de Crédito;335.45;4.761.904.762;167.725;9.1
667-23-5919;A;São Bernado do Campo;Membro;Feminino;Acessórios de Moda;96.7;5;24.175;507.675;1/14/2019;12:52;Carteira Digital;483.5;4.761.904.762;24.175;7
843-01-4703;B;Guarulhos;Membro;Feminino;Casa e Estilo de Vida;35.38;9;15.921;334.341;01/05/2019;19:50;Cartão de Crédito;318.42;4.761.904.762;15.921;9.6
743-88-1662;C;São Paulo;Normal;Masculino;Esportes e Viagem;95.49;7;334.215;7.018.515;2/22/2019;18:17;Carteira Digital;668.43;4.761.904.762;334.215;8.7
595-86-2894;C;São Paulo;Membro;Masculino;Acessórios de Moda;96.98;4;19.396;407.316;02/06/2019;17:20;Carteira Digital;387.92;4.761.904.762;19.396;9.4
182-69-8360;B;Guarulhos;Normal;Feminino;Acessórios Eletrônicos;23.65;4;4.73;99.33;1/30/2019;13:32;Cartão de Crédito;94.6;4.761.904.762;4.73;4
289-15-7034;A;São Bernado do Campo;Membro;Masculino;Esportes e Viagem;82.33;4;16.466;345.786;01/11/2019;10:37;Cartão de Crédito;329.32;4.761.904.762;16.466;7.5
462-78-5240;C;São Paulo;Normal;Feminino;Acessórios Eletrônicos;26.61;2;2.661;55.881;3/19/2019;14:35;Dinheiro;53.22;4.761.904.762;2.661;4.2
868-52-7573;B;Guarulhos;Normal;Feminino;Alimentos e Bebidas;99.69;5;249.225;5.233.725;1/14/2019;12:09;Dinheiro;498.45;4.761.904.762;249.225;9.9
153-58-4872;C;São Paulo;Membro;Feminino;Alimentos e Bebidas;74.89;4;14.978;314.538;03/01/2019;15:32;Carteira Digital;299.56;4.761.904.762;14.978;4.2
662-72-2873;A;São Bernado do Campo;Normal;Feminino;Alimentos e Bebidas;40.94;5;10.235;214.935;01/06/2019;13:58;Carteira Digital;204.7;4.761.904.762;10.235;9.9
525-88-7307;B;Guarulhos;Membro;Masculino;Esportes e Viagem;75.82;1;3.791;79.611;1/31/2019;13:19;Dinheiro;75.82;4.761.904.762;3.791;5.8
689-16-9784;C;São Paulo;Normal;Masculino;Alimentos e Bebidas;46.77;6;14.031;294.651;03/11/2019;13:37;Dinheiro;280.62;4.761.904.762;14.031;6
725-56-0833;A;São Bernado do Campo;Normal;Feminino;Saúde e Beleza;32.32;10;16.16;339.36;2/20/2019;16:49;Cartão de Crédito;323.2;4.761.904.762;16.16;10
394-41-0748;C;São Paulo;Membro;Feminino;Acessórios de Moda;54.07;9;243.315;5.109.615;1/27/2019;14:55;Carteira Digital;486.63;4.761.904.762;243.315;9.5
596-42-3999;B;Guarulhos;Normal;Masculino;Alimentos e Bebidas;18.22;7;6.377;133.917;03/10/2019;14:04;Cartão de Crédito;127.54;4.761.904.762;6.377;6.6
541-89-9860;C;São Paulo;Membro;Feminino;Acessórios de Moda;80.48;3;12.072;253.512;2/15/2019;12:31;Dinheiro;241.44;4.761.904.762;12.072;8.1
173-82-9529;B;Guarulhos;Normal;Feminino;Acessórios de Moda;37.95;10;18.975;398.475;1/26/2019;14:51;Dinheiro;379.5;4.761.904.762;18.975;9.7
563-36-9814;A;São Bernado do Campo;Membro;Masculino;Acessórios Eletrônicos;76.82;1;3.841;80.661;2/13/2019;18:27;Carteira Digital;76.82;4.761.904.762;3.841;7.2
308-47-4913;A;São Bernado do Campo;Membro;Feminino;Esportes e Viagem;52.26;10;26.13;548.73;03/09/2019;12:45;Cartão de Crédito;522.6;4.761.904.762;26.13;6.2
885-17-6250;A;São Bernado do Campo;Normal;Feminino;Saúde e Beleza;79.74;1;3.987;83.727;03/06/2019;10:36;Carteira Digital;79.74;4.761.904.762;3.987;7.3
726-27-2396;A;São Bernado do Campo;Normal;Feminino;Saúde e Beleza;77.5;5;19.375;406.875;1/24/2019;20:36;Carteira Digital;387.5;4.761.904.762;19.375;4.3
316-01-3952;A;São Bernado do Campo;Normal;Feminino;Alimentos e Bebidas;54.27;5;135.675;2.849.175;3/13/2019;14:16;Carteira Digital;271.35;4.761.904.762;135.675;4.6
760-54-1821;B;Guarulhos;Normal;Masculino;Casa e Estilo de Vida;13.59;9;61.155;1.284.255;3/15/2019;10:26;Dinheiro;122.31;4.761.904.762;61.155;5.8
793-10-3222;B;Guarulhos;Membro;Feminino;Saúde e Beleza;41.06;6;12.318;258.678;03/05/2019;13:30;Cartão de Crédito;246.36;4.761.904.762;12.318;8.3
346-12-3257;B;Guarulhos;Membro;Masculino;Acessórios Eletrônicos;19.24;9;8.658;181.818;03/04/2019;16:28;Dinheiro;173.16;4.761.904.762;8.658;8
110-05-6330;C;São Paulo;Normal;Feminino;Alimentos e Bebidas;39.43;6;11.829;248.409;3/25/2019;20:18;Cartão de Crédito;236.58;4.761.904.762;11.829;9.4
651-61-0874;C;São Paulo;Normal;Masculino;Casa e Estilo de Vida;46.22;4;9.244;194.124;03/12/2019;20:04;Cartão de Crédito;184.88;4.761.904.762;9.244;6.2
236-86-3015;C;São Paulo;Membro;Masculino;Casa e Estilo de Vida;13.98;1;0.699;14.679;02/04/2019;13:38;Carteira Digital;13.98;4.761.904.762;0.699;9.8
831-64-0259;B;Guarulhos;Normal;Feminino;Acessórios de Moda;39.75;5;99.375;2.086.875;2/22/2019;10:43;Carteira Digital;198.75;4.761.904.762;99.375;9.6
587-03-7455;C;São Paulo;Membro;Feminino;Acessórios de Moda;97.79;7;342.265;7.187.565;2/16/2019;17:30;Carteira Digital;684.53;4.761.904.762;342.265;4.9
882-40-4577;A;São Bernado do Campo;Membro;Masculino;Esportes e Viagem;67.26;4;13.452;282.492;1/19/2019;15:28;Cartão de Crédito;269.04;4.761.904.762;13.452;8
732-67-5346;A;São Bernado do Campo;Normal;Masculino;Alimentos e Bebidas;13.79;5;34.475;723.975;01/11/2019;19:07;Cartão de Crédito;68.95;4.761.904.762;34.475;7.8
725-32-9708;B;Guarulhos;Membro;Feminino;Acessórios de Moda;68.71;4;13.742;288.582;01/04/2019;19:01;Dinheiro;274.84;4.761.904.762;13.742;4.1
256-08-8343;A;São Bernado do Campo;Normal;Feminino;Casa e Estilo de Vida;56.53;4;11.306;237.426;03/04/2019;19:48;Carteira Digital;226.12;4.761.904.762;11.306;5.5
372-26-1506;C;São Paulo;Normal;Feminino;Acessórios de Moda;23.82;5;5.955;125.055;1/28/2019;19:24;Carteira Digital;119.1;4.761.904.762;5.955;5.4
244-08-0162;B;Guarulhos;Normal;Feminino;Saúde e Beleza;34.21;10;17.105;359.205;01/02/2019;13:00;Dinheiro;342.1;4.761.904.762;17.105;5.1
569-71-4390;B;Guarulhos;Normal;Masculino;Esportes e Viagem;21.87;2;2.187;45.927;1/25/2019;14:29;Carteira Digital;43.74;4.761.904.762;2.187;6.9
132-23-6451;A;São Bernado do Campo;Membro;Masculino;Saúde e Beleza;20.97;5;52.425;1.100.925;01/04/2019;13:21;Dinheiro;104.85;4.761.904.762;52.425;7.8
696-90-2548;A;São Bernado do Campo;Normal;Masculino;Esportes e Viagem;25.84;3;3.876;81.396;03/10/2019;18:55;Carteira Digital;77.52;4.761.904.762;3.876;6.6
472-15-9636;A;São Bernado do Campo;Normal;Masculino;Casa e Estilo de Vida;50.93;8;20.372;427.812;3/22/2019;19:36;Carteira Digital;407.44;4.761.904.762;20.372;9.2
268-03-6164;B;Guarulhos;Normal;Masculino;Saúde e Beleza;96.11;1;48.055;1.009.155;1/25/2019;16:28;Carteira Digital;96.11;4.761.904.762;48.055;7.8
750-57-9686;C;São Paulo;Normal;Feminino;Casa e Estilo de Vida;45.38;4;9.076;190.596;01/08/2019;13:48;Cartão de Crédito;181.52;4.761.904.762;9.076;8.7
186-09-3669;C;São Paulo;Membro;Feminino;Saúde e Beleza;81.51;1;40.755;855.855;1/22/2019;10:57;Carteira Digital;81.51;4.761.904.762;40.755;9.2
848-07-1692;B;Guarulhos;Normal;Feminino;Saúde e Beleza;57.22;2;5.722;120.162;01/12/2019;17:13;Carteira Digital;114.44;4.761.904.762;5.722;8.3
745-71-3520;A;São Bernado do Campo;Membro;Feminino;Acessórios Eletrônicos;25.22;7;8.827;185.367;02/04/2019;10:23;Dinheiro;176.54;4.761.904.762;8.827;8.2
266-76-6436;C;São Paulo;Membro;Feminino;Alimentos e Bebidas;38.6;3;5.79;121.59;3/28/2019;13:57;Carteira Digital;115.8;4.761.904.762;5.79;7.5
740-22-2500;C;São Paulo;Normal;Feminino;Acessórios Eletrônicos;84.05;3;126.075;2.647.575;1/23/2019;13:29;Dinheiro;252.15;4.761.904.762;126.075;9.8
271-88-8734;C;São Paulo;Membro;Feminino;Acessórios de Moda;97.21;10;48.605;1.020.705;02/08/2019;13:00;Cartão de Crédito;972.1;4.761.904.762;48.605;8.7
301-81-8610;B;Guarulhos;Membro;Masculino;Acessórios de Moda;25.42;8;10.168;213.528;3/19/2019;19:42;Cartão de Crédito;203.36;4.761.904.762;10.168;6.7
489-64-4354;C;São Paulo;Normal;Masculino;Acessórios de Moda;16.28;1;0.814;17.094;03/09/2019;15:36;Dinheiro;16.28;4.761.904.762;0.814;5
198-84-7132;B;Guarulhos;Membro;Masculino;Acessórios de Moda;40.61;9;182.745;3.837.645;01/02/2019;13:40;Dinheiro;365.49;4.761.904.762;182.745;7
269-10-8440;A;São Bernado do Campo;Membro;Masculino;Saúde e Beleza;53.17;7;186.095;3.907.995;1/21/2019;18:01;Dinheiro;372.19;4.761.904.762;186.095;8.9
650-98-6268;B;Guarulhos;Membro;Feminino;Alimentos e Bebidas;20.87;3;31.305;657.405;3/20/2019;13:53;Cartão de Crédito;62.61;4.761.904.762;31.305;8
741-73-3559;B;Guarulhos;Normal;Masculino;Esportes e Viagem;67.27;5;168.175;3.531.675;2/27/2019;17:27;Dinheiro;336.35;4.761.904.762;168.175;6.9
325-77-6186;A;São Bernado do Campo;Membro;Feminino;Casa e Estilo de Vida;90.65;10;45.325;951.825;03/08/2019;10:53;Carteira Digital;906.5;4.761.904.762;45.325;7.3
286-75-7818;B;Guarulhos;Normal;Masculino;Acessórios de Moda;69.08;2;6.908;145.068;1/31/2019;19:48;Cartão de Crédito;138.16;4.761.904.762;6.908;6.9
574-57-9721;C;São Paulo;Normal;Masculino;Alimentos e Bebidas;43.27;2;4.327;90.867;03/08/2019;16:53;Carteira Digital;86.54;4.761.904.762;4.327;5.7
459-50-7686;A;São Bernado do Campo;Normal;Feminino;Acessórios Eletrônicos;23.46;6;7.038;147.798;1/13/2019;19:14;Carteira Digital;140.76;4.761.904.762;7.038;6.4
616-87-0016;B;Guarulhos;Normal;Masculino;Acessórios de Moda;95.54;7;33.439;702.219;03/09/2019;14:36;Cartão de Crédito;668.78;4.761.904.762;33.439;9.6
837-55-7229;B;Guarulhos;Normal;Feminino;Acessórios de Moda;47.44;1;2.372;49.812;2/22/2019;18:19;Cartão de Crédito;47.44;4.761.904.762;2.372;6.8
751-69-0068;C;São Paulo;Normal;Masculino;Esportes e Viagem;99.24;9;44.658;937.818;3/19/2019;19:09;Carteira Digital;893.16;4.761.904.762;44.658;9
257-73-1380;C;São Paulo;Membro;Masculino;Esportes e Viagem;82.93;4;16.586;348.306;1/20/2019;16:51;Carteira Digital;331.72;4.761.904.762;16.586;9.6
345-08-4992;A;São Bernado do Campo;Normal;Masculino;Casa e Estilo de Vida;33.99;6;10.197;214.137;03/08/2019;15:37;Cartão de Crédito;203.94;4.761.904.762;10.197;7.7
549-96-4200;C;São Paulo;Membro;Masculino;Alimentos e Bebidas;17.04;4;3.408;71.568;03/08/2019;20:15;Carteira Digital;68.16;4.761.904.762;3.408;7
810-60-6344;C;São Paulo;Normal;Feminino;Acessórios Eletrônicos;40.86;8;16.344;343.224;02/07/2019;14:38;Cartão de Crédito;326.88;4.761.904.762;16.344;6.5
450-28-2866;C;São Paulo;Membro;Masculino;Alimentos e Bebidas;17.44;5;4.36;91.56;1/15/2019;19:25;Dinheiro;87.2;4.761.904.762;4.36;8.1
394-30-3170;B;Guarulhos;Membro;Feminino;Esportes e Viagem;88.43;8;35.372;742.812;3/22/2019;19:35;Cartão de Crédito;707.44;4.761.904.762;35.372;4.3
138-17-5109;A;São Bernado do Campo;Membro;Feminino;Casa e Estilo de Vida;89.21;9;401.445;8.430.345;1/15/2019;15:42;Cartão de Crédito;802.89;4.761.904.762;401.445;6.5
192-98-7397;C;São Paulo;Normal;Masculino;Acessórios de Moda;12.78;1;0.639;13.419;01/08/2019;14:11;Carteira Digital;12.78;4.761.904.762;0.639;9.5
301-11-9629;A;São Bernado do Campo;Normal;Feminino;Esportes e Viagem;19.1;7;6.685;140.385;1/15/2019;10:43;Dinheiro;133.7;4.761.904.762;6.685;9.7
390-80-5128;B;Guarulhos;Membro;Feminino;Saúde e Beleza;19.15;1;0.9575;201.075;1/28/2019;17:58;Cartão de Crédito;19.15;4.761.904.762;0.9575;9.5
235-46-8343;C;São Paulo;Membro;Masculino;Alimentos e Bebidas;27.66;10;13.83;290.43;2/14/2019;11:26;Cartão de Crédito;276.6;4.761.904.762;13.83;8.9
453-12-7053;C;São Paulo;Normal;Masculino;Acessórios de Moda;45.74;3;6.861;144.081;03/10/2019;17:38;Cartão de Crédito;137.22;4.761.904.762;6.861;6.5
296-11-7041;B;Guarulhos;Membro;Feminino;Saúde e Beleza;27.07;1;13.535;284.235;01/12/2019;20:07;Cartão de Crédito;27.07;4.761.904.762;13.535;5.3
449-27-2918;B;Guarulhos;Membro;Feminino;Esportes e Viagem;39.12;1;1.956;41.076;3/26/2019;11:02;Cartão de Crédito;39.12;4.761.904.762;1.956;9.6
891-01-7034;B;Guarulhos;Normal;Feminino;Acessórios Eletrônicos;74.71;6;22.413;470.673;01/01/2019;19:07;Dinheiro;448.26;4.761.904.762;22.413;6.7
744-09-5786;B;Guarulhos;Normal;Masculino;Acessórios Eletrônicos;22.01;6;6.603;138.663;01/02/2019;18:50;Dinheiro;132.06;4.761.904.762;6.603;7.6
727-17-0390;A;São Bernado do Campo;Normal;Feminino;Alimentos e Bebidas;63.61;5;159.025;3.339.525;3/16/2019;12:43;Carteira Digital;318.05;4.761.904.762;159.025;4.8
568-88-3448;A;São Bernado do Campo;Normal;Masculino;Saúde e Beleza;25;1;1.25;26.25;03/03/2019;15:09;Carteira Digital;25;4.761.904.762;1.25;5.5
187-83-5490;A;São Bernado do Campo;Membro;Masculino;Acessórios Eletrônicos;20.77;4;4.154;87.234;1/31/2019;13:47;Dinheiro;83.08;4.761.904.762;4.154;4.7
767-54-1907;B;Guarulhos;Membro;Feminino;Acessórios de Moda;29.56;5;7.39;155.19;2/13/2019;16:59;Dinheiro;147.8;4.761.904.762;7.39;6.9
710-46-4433;B;Guarulhos;Membro;Feminino;Alimentos e Bebidas;77.4;9;34.83;731.43;2/15/2019;14:15;Cartão de Crédito;696.6;4.761.904.762;34.83;4.5
533-33-5337;B;Guarulhos;Normal;Masculino;Acessórios Eletrônicos;79.39;10;39.695;833.595;02/07/2019;20:24;Dinheiro;793.9;4.761.904.762;39.695;6.2
325-90-8763;C;São Paulo;Membro;Feminino;Acessórios Eletrônicos;46.57;10;23.285;488.985;1/27/2019;13:58;Dinheiro;465.7;4.761.904.762;23.285;7.6
729-46-7422;C;São Paulo;Normal;Masculino;Alimentos e Bebidas;35.89;1;17.945;376.845;2/23/2019;16:52;Cartão de Crédito;35.89;4.761.904.762;17.945;7.9
